#      Train        Test
    0.972145     0.905303 
    0.984215     0.897727 
    0.975859     0.901515 
    0.971216     0.890152 
    0.974002     0.916667 
    0.978644     0.916667 
    0.980501     0.909091 
    0.971216     0.901515 
    0.978644     0.912879 
    0.975859     0.909091 
    0.967502      0.94697 
    0.968431     0.920455 
    0.971216     0.920455 
    0.973073     0.893939 
    0.977716     0.867424 
    0.974002     0.897727 
    0.972145      0.92803 
    0.979573     0.893939 
    0.967502     0.924242 
    0.979573     0.924242 
    0.960074     0.886364 
    0.976787     0.920455 
    0.976787     0.844697 
    0.966574     0.897727 
     0.97493     0.897727 
    0.971216     0.901515 
    0.975859     0.897727 
    0.971216     0.912879 
    0.960074     0.901515 
    0.967502     0.931818 
    0.974002     0.912879 
    0.974002     0.912879 
    0.966574     0.931818 
    0.970288     0.935606 
    0.967502     0.897727 
    0.971216     0.905303 
    0.965645     0.920455 
    0.968431     0.920455 
    0.979573     0.905303 
    0.977716     0.935606 
    0.971216     0.901515 
    0.968431     0.931818 
    0.969359     0.912879 
    0.977716     0.931818 
    0.972145      0.92803 
    0.973073     0.939394 
    0.973073     0.897727 
    0.972145     0.912879 
    0.963788     0.901515 
    0.963788     0.920455 
    0.967502     0.935606 
    0.976787     0.931818 
    0.978644     0.931818 
    0.970288     0.920455 
    0.973073     0.924242 
    0.969359     0.912879 
    0.963788     0.916667 
    0.970288     0.943182 
     0.97493     0.893939 
    0.974002     0.893939 
    0.970288     0.935606 
    0.976787     0.920455 
    0.975859     0.901515 
    0.965645     0.901515 
    0.970288     0.912879 
    0.976787     0.912879 
    0.979573     0.912879 
    0.966574     0.909091 
    0.982358     0.935606 
    0.969359     0.920455 
    0.973073     0.924242 
    0.972145     0.912879 
    0.972145     0.886364 
    0.974002     0.916667 
    0.968431     0.912879 
    0.975859     0.924242 
    0.967502     0.920455 
    0.980501     0.912879 
    0.968431     0.905303 
    0.969359     0.882576 
    0.964717     0.931818 
    0.971216     0.897727 
    0.970288     0.931818 
    0.961931     0.924242 
    0.970288     0.924242 
    0.965645     0.916667 
    0.963788     0.920455 
    0.974002     0.931818 
    0.974002      0.92803 
    0.973073     0.901515 
    0.976787     0.897727 
    0.980501      0.94697 
    0.975859     0.924242 
     0.97493     0.935606 
