#      Train        Test
    0.815443       31.404 
    0.794219      31.7742 
    0.786476      31.9051 
    0.818401      30.6169 
    0.723367      31.9625 
    0.806435      31.4401 
    0.653536      30.9944 
     0.74203      31.5108 
    0.741862      32.9963 
    0.655175      33.1272 
    0.719848        32.78 
    0.691767      31.7426 
    0.773253      30.0146 
    0.740946      30.2057 
    0.766965      30.2779 
    0.819516      30.4939 
     0.66427      30.6769 
    0.642115      30.4489 
    0.750309      30.5349 
    0.748268      31.6076 
    0.714219      32.3603 
    0.681255      33.7313 
    0.754988      31.5653 
    0.723686      30.8128 
    0.732917      31.4942 
    0.784379      30.4086 
    0.761698       30.711 
    0.720678      32.0684 
    0.677437      31.4659 
    0.673409      35.2565 
    0.693347      29.4718 
    0.767595      32.0335 
    0.804745      32.7781 
    0.710031      31.4552 
    0.819393      32.7059 
    0.790593      33.7042 
    0.751456      31.8054 
    0.884434      34.0984 
    0.742885      33.4111 
    0.845029      34.1344 
    0.697416      31.3149 
    0.785135      30.7701 
    0.735907      31.1774 
    0.792686      33.3311 
    0.759839      32.3519 
     0.75325      32.5315 
    0.756882      33.6586 
    0.797708      29.7659 
    0.782136      30.4165 
    0.835402      31.8894 
     0.73112      30.9416 
    0.814692      29.9456 
    0.851659      30.2552 
    0.854061      33.5392 
    0.733013      32.6478 
    0.776719      33.9666 
    0.788759      32.4286 
    0.748923      32.3076 
    0.733459       30.343 
    0.835475      30.5983 
    0.841846      31.6636 
     0.79005      30.8441 
    0.786972       31.286 
     0.94179      32.6412 
    0.738114      33.2769 
    0.760316      33.7124 
    0.744505      35.8567 
    0.682431      31.7167 
    0.809612       33.966 
    0.851794      34.5048 
    0.832382      34.0424 
    0.753928      30.5323 
    0.832461      31.1135 
    0.811458      31.4255 
    0.768567      33.2444 
    0.702205      32.3015 
    0.824786      32.8886 
    0.791357       32.051 
    0.756999      34.3697 
    0.838799      32.1937 
    0.891869      33.5293 
    0.756868      32.1005 
    0.774613      33.6163 
       0.789      32.7606 
     0.72653      36.3276 
     0.84612      34.9927 
    0.811114      33.3224 
    0.849853      33.8539 
    0.868558      32.3264 
    0.686942      34.0593 
    0.889302      34.0298 
    0.741436      33.4443 
    0.812184      32.3788 
    0.823607      33.4894 
    0.766489      33.3453 
     0.81624      31.9314 
    0.879318      31.0016 
    0.774299      30.5517 
    0.939014      32.3313 
    0.799047       32.723 
    0.836286      33.3429 
    0.839222      33.5611 
    0.910783       33.409 
    0.843695      31.1821 
    0.854102      30.4071 
    0.865105      32.4252 
    0.783188      30.6337 
    0.887088       31.863 
    0.804677      30.4844 
    0.801221      36.3266 
    0.900037       31.242 
    0.815023      31.1143 
    0.854132      32.8122 
    0.920973      32.5346 
    0.854287      31.8028 
     0.82981      30.9534 
     0.83749      33.9413 
    0.907798      32.7721 
    0.804248      34.7246 
    0.877543      33.1477 
    0.863188      30.6465 
    0.861656      31.4817 
    0.813542      32.9249 
     0.74623       32.828 
     0.76755      31.6022 
    0.792089      33.2446 
    0.872399      34.7105 
     0.75269      32.7253 
    0.786685       34.278 
    0.905703      36.2438 
      0.8592      33.7751 
    0.926859      35.5195 
    0.884988      31.8856 
    0.898541       32.508 
    0.786964      33.5287 
    0.766535      31.8554 
    0.922168      32.4253 
    0.802176      33.3606 
    0.913844      35.3524 
    0.939327      31.6813 
    0.747779      32.3532 
    0.835655      31.5068 
    0.733661       33.336 
    0.776181      31.2728 
    0.908152      31.4477 
    0.817857      31.8914 
    0.863103      31.5649 
    0.896599      34.2098 
    0.794115      30.0452 
    0.846818      33.6855 
    0.868729      32.6797 
    0.823924      31.6061 
     0.89435      30.4175 
    0.875984      31.8017 
    0.846136      32.4055 
    0.891195      30.3493 
    0.817238      32.7826 
    0.818084      31.7233 
    0.833505       34.956 
     0.91604      33.1739 
    0.895859      36.0304 
    0.787137       32.156 
     0.79461      34.3238 
    0.892816      32.3181 
     0.87052      31.1702 
    0.812182      31.4782 
    0.969833       33.281 
    0.878655      34.0047 
    0.887064      34.3311 
    0.885894      33.1546 
    0.931441      31.8945 
    0.835716      33.4531 
    0.842872      34.3194 
    0.965907      32.6483 
     1.01605      31.4292 
    0.933081       32.939 
    0.922697      34.0474 
     1.02147        33.98 
    0.946543      32.3768 
    0.888406      36.1127 
    0.975622      37.4052 
    0.802521      35.1867 
    0.789971      38.0998 
    0.829398      31.0396 
    0.879181      34.5177 
     0.92532      31.3594 
    0.932977      32.5308 
    0.862419       31.443 
    0.800656      30.6341 
    0.737713      29.8363 
    0.868733       34.909 
    0.979499      34.9208 
    0.948999      32.9962 
    0.867646      32.7453 
     1.01306       32.949 
    0.851235      32.7481 
    0.986868      31.4731 
      1.0832      33.5969 
    0.917292      33.3213 
    0.758076      33.5847 
    0.856838      32.6336 
     0.91758      34.2982 
     1.00305      31.7371 
    0.880904      34.2555 
     1.00741      31.5987 
     1.00677      32.4988 
    0.944749      33.0077 
     0.85086      32.5061 
    0.908511       33.334 
    0.891181      31.6831 
     1.00175      32.2091 
     1.06071      29.6756 
    0.825079      31.0198 
    0.936936      30.8668 
    0.980306      30.2706 
    0.991455      32.2688 
     0.98532      31.8832 
    0.958745      32.7805 
    0.914372       31.909 
    0.849889      32.1673 
    0.819828      30.2602 
    0.933853      32.5301 
    0.933621      29.2144 
    0.955447      33.4334 
     0.89877      30.4074 
    0.995141      30.1776 
     1.01126      30.5573 
     1.03016      30.3342 
     0.99996      31.6414 
      1.0266      32.6118 
    0.899068      34.6741 
    0.930166      34.1326 
     0.91282        32.67 
    0.940489      29.1677 
    0.850034      29.7283 
    0.947064      29.8222 
     1.01808      25.7562 
     1.08738      31.5184 
    0.978719      30.4156 
      0.9934       28.983 
    0.972501      30.1668 
    0.907221      30.2277 
    0.924006      31.4193 
    0.915936       32.126 
    0.966705       30.984 
    0.963808      31.2889 
    0.862088      31.2621 
     1.00877       30.472 
    0.895003      33.9839 
     1.04333      30.9704 
     1.00606      29.8758 
    0.976752      28.7673 
     1.04755      31.2797 
    0.929027      30.6897 
    0.946181      29.4911 
    0.985501      30.0177 
    0.999667      29.6254 
     1.03451      28.3187 
    0.898716       29.621 
    0.905376      29.3923 
    0.921346      29.6744 
    0.865535      30.1561 
    0.980661      30.9986 
     1.09145      29.5778 
     1.09999      31.2309 
    0.890617      30.3291 
    0.966142      30.6212 
     1.02308      31.2931 
     1.00099      32.6267 
    0.949833      34.5473 
    0.968691      30.7931 
    0.908935      31.0236 
    0.889472       31.865 
     0.99186      30.2982 
      1.0564      31.0159 
    0.985627      29.8723 
     1.05942      29.2344 
    0.966154      30.5953 
     1.08896      31.0619 
    0.866093       30.874 
     1.03212      30.6787 
    0.932479      30.4601 
    0.983974      30.3325 
    0.965834      30.9224 
     1.06893      31.1791 
    0.911566      29.5561 
    0.947875      29.2017 
     1.02334      29.8846 
    0.998049      29.3502 
     1.08654      29.0668 
     1.09327      29.9714 
     1.08363      31.6631 
    0.892502      30.4461 
    0.994952      30.6865 
    0.980469      28.1228 
     1.05994      29.8933 
     1.11936      32.1174 
     1.02059      32.5849 
    0.989161      33.7686 
    0.923412      32.4026 
     0.92247      29.4405 
     1.08421      30.3607 
     1.02098       30.934 
      0.9816      30.6638 
    0.863807      31.4884 
    0.974234      30.1819 
    0.949499      32.3224 
      1.0995      32.3595 
     1.05807      31.3111 
    0.955713      30.3116 
      1.0412      29.7904 
     1.05483      30.4535 
     0.98219      28.9387 
    0.955237      30.6787 
     1.15427       31.925 
     1.15415      29.2089 
    0.990946      29.7619 
     1.02291      30.3546 
    0.988213      30.3653 
     1.05667      29.6617 
     1.11717       28.685 
     1.16609      33.0971 
     1.10226      28.3313 
     1.13494      27.6601 
    0.987634      29.2031 
    0.988697      28.2686 
     1.08111      29.9631 
     1.12662      29.7635 
      1.0274      29.4691 
    0.903779      28.7858 
     1.01019      31.5814 
     1.03334      26.7804 
     1.02348      31.6305 
     0.94324      28.0059 
     1.02396      30.8419 
     1.10625      31.7129 
     1.03745      31.1266 
     1.06419      28.6986 
    0.948001       30.431 
    0.934175      30.5754 
      1.0873      31.6881 
     1.10862      31.4302 
     1.13327      31.4592 
      1.0878      33.2601 
     1.06902      28.9446 
     1.09292      32.1644 
     1.10429      29.4021 
      1.0175      30.3905 
     1.10696      30.2874 
     1.02429      31.3457 
     1.02026      30.0167 
     1.08496      32.7556 
     1.01848      32.9463 
     1.12788      30.7452 
     1.11724      30.7984 
     1.15502      30.2811 
     1.00677      31.3264 
     1.03593       28.935 
     1.19278      30.0524 
     1.07546      29.6248 
      1.0839      30.7585 
     1.09672      29.1491 
     1.11289      28.7304 
    0.969604      30.4997 
     1.03698      31.0916 
     1.02903      31.3405 
     1.12776      28.8581 
     1.00242      29.5165 
     1.19197      29.8866 
    0.979878      28.1834 
     1.11355      29.3053 
     1.07816      28.5013 
     1.02876      30.7734 
     1.04486      30.4277 
     1.26853      32.1346 
     1.06935      32.0442 
    0.991074      32.5642 
     1.15828      30.8788 
     1.19222      32.2907 
     1.00743      30.8213 
     1.08289      31.4093 
     1.14117      32.1637 
     1.09247      31.3296 
     1.00153      30.0098 
     1.10993      31.0372 
     1.16841      29.5696 
    0.995939      29.8842 
     1.10024      28.5094 
     1.03449      29.8933 
     1.20392       30.374 
     1.06204       30.491 
     0.96874      29.8106 
     1.08367      30.9853 
     1.08144      32.6767 
     1.11412      30.5326 
     1.18424      28.9367 
     1.06085      30.4614 
     1.21999       29.792 
     1.15082      29.5299 
     1.11688      30.2524 
     1.04946      28.8514 
     0.98639       31.397 
     0.99809      29.3385 
     1.12528      31.9177 
      1.0688      31.5141 
      1.1095      31.0762 
     1.19282      29.9102 
     1.22357      29.4615 
      1.1147      30.5939 
     1.04311      29.0877 
      1.1325      33.2837 
     1.10335      31.7975 
     1.08618      30.8259 
     1.19403      30.7212 
     1.11101      29.4637 
     1.05767      29.0928 
     1.23545      31.4774 
     1.19821      30.6051 
     1.13652      32.7185 
     1.13549      30.2258 
     1.13124      29.3905 
     1.18307       32.054 
     1.18326      31.3102 
     1.06101      31.5291 
     1.16977      29.9451 
     1.26258      33.4916 
     1.18998      30.5807 
     1.15616      31.8492 
      1.1234      30.7891 
     1.25907      30.6473 
     1.06685      29.9852 
     1.28414      29.3796 
     1.22429      31.3062 
     1.11147       29.567 
     1.14122       31.495 
     1.10327      29.9335 
     1.19827      32.5296 
     1.19657      30.4204 
     1.22712      30.4505 
     1.25084      29.8525 
     1.19273      31.0862 
     1.18693      29.9914 
     1.14684      28.6432 
     1.17154      29.3261 
     1.14145      28.9755 
      1.1547       27.883 
     1.12163      28.3446 
     1.15575      28.0418 
     1.18693      27.7611 
      1.1562      26.8533 
     1.19994      31.0324 
     1.16696      31.5751 
     1.23965      28.5002 
     1.05165      29.5775 
     1.26429      28.6985 
     1.15373      28.8983 
     1.15132      28.2948 
     1.01674      31.7702 
     1.15459      29.8716 
     1.08706      28.9722 
     1.30577      29.9998 
     1.21926       28.301 
     1.15617      28.9667 
     1.14042      29.7858 
     1.04658      28.2142 
       1.161      29.0007 
     1.04553      28.8707 
     1.16648      29.3838 
     1.06372      29.2687 
     1.16122      28.8313 
     1.10007      30.3321 
     1.18719      30.6465 
     1.09501      28.9808 
     1.22874      31.5366 
     1.21748      29.7702 
      1.1928      28.6203 
     1.15233      31.8008 
     1.19964      30.3024 
     1.13751      31.6784 
     1.18938      29.2397 
     1.04506      30.6756 
     1.14839      29.4801 
     1.18547      29.2081 
     1.13007      29.5506 
     1.07242      30.3147 
     1.12674      30.8876 
     1.08268      31.1902 
     1.11177      28.9639 
     1.14396      28.0512 
     1.10161      31.2514 
     1.22921      29.7435 
     1.19229      31.4629 
      1.2384      28.8812 
     1.16429      29.9346 
     1.24004      29.5416 
     1.17282      27.9565 
     1.25262      27.1356 
     1.27003      28.1659 
     1.30609      29.0754 
     1.28092      29.7087 
     1.28216      28.6459 
     1.22543       27.848 
      1.2561      28.6838 
     1.32698       29.263 
     1.27377      28.1141 
     1.12083      28.6339 
     1.44275      29.6405 
       1.323      30.2157 
     1.15165      29.1691 
     1.28768      28.6912 
     1.28106      28.9565 
       1.116      28.4664 
     1.30609      26.6651 
     1.16437      28.0372 
     1.24062      26.8604 
     1.26241      27.7739 
     1.34791      28.2774 
     1.20565      27.1297 
      1.2599      28.9889 
      1.2381      29.2014 
      1.3002       29.786 
     1.27671      28.9885 
     1.26106      28.2584 
     1.25936      29.6114 
     1.22128      31.0445 
     1.34325      28.7723 
     1.31352        28.85 
     1.36159      30.6062 
     1.18973      28.6446 
     1.33193      26.9103 
     1.29571      28.9876 
     1.16058      27.4333 
     1.29073      27.5511 
     1.38203      27.5249 
     1.31855      28.1109 
     1.27491        29.54 
     1.21718      28.5162 
     1.12971      29.3361 
     1.25335      28.4446 
     1.16549      28.0272 
     1.27457      30.0826 
     1.26869      30.2107 
      1.1829      29.2862 
     1.26613      30.8644 
     1.25899      29.4327 
      1.1934       29.468 
     1.35369       29.078 
     1.34973      28.6157 
     1.19243      31.2121 
     1.29823      29.1597 
     1.40734      28.6168 
     1.23271      30.8176 
     1.32425       30.743 
     1.28908      29.6003 
       1.217      29.2736 
     1.26048      29.0243 
     1.25616      31.9164 
     1.33543      30.6582 
     1.28059      30.2267 
     1.39939      27.5197 
      1.3335        31.36 
     1.42112      28.1151 
     1.39275      29.0829 
     1.31777      28.0634 
     1.32293      30.1777 
      1.2696      31.1687 
     1.22437      30.7257 
     1.26817      28.3313 
     1.57155      29.3066 
     1.31778      30.7027 
     1.21995      27.8178 
     1.22397       27.779 
     1.35738      29.9696 
     1.31141      29.9602 
     1.32808      30.9084 
     1.25224      29.7401 
     1.14003      28.2352 
     1.24156      27.9856 
     1.29657      27.8158 
     1.22961      27.3809 
     1.26631      29.3575 
     1.32054      28.3348 
     1.22027      29.2528 
     1.32336      28.4392 
     1.34621      29.2398 
     1.18057        28.94 
     1.16969      29.4778 
      1.2847      29.6427 
     1.28086      30.5834 
     1.35915      29.8755 
     1.40065      28.3294 
     1.37542      28.8479 
     1.30374      28.8545 
     1.30511      30.8405 
     1.34844      30.6233 
      1.4745      27.9299 
     1.28521       28.808 
     1.22898      30.0543 
     1.38671      29.8979 
     1.18572      28.3967 
     1.30227      29.8114 
     1.24601       29.077 
     1.44518      27.9888 
     1.34169      29.3426 
     1.38347      29.7778 
     1.31768      29.8343 
     1.24667      27.2541 
     1.30038      27.6251 
     1.28346      29.8216 
     1.34099      27.1503 
     1.32387      27.8511 
     1.31284      28.9029 
     1.53678      30.3985 
     1.35119      29.1181 
     1.40585      29.3157 
     1.32507      29.1615 
     1.32143      31.3659 
     1.29657      30.7042 
     1.46743      31.6381 
     1.36732      31.6028 
     1.45828      31.1931 
     1.43467       29.962 
     1.42965      30.3449 
     1.47363      30.7581 
     1.36911      29.5362 
     1.28759      30.4402 
      1.3797      28.6275 
     1.43881      30.7644 
     1.27075      29.5562 
     1.33347      30.4762 
     1.34616      30.5721 
     1.46617      30.2397 
     1.33427      31.3262 
     1.28819      29.6778 
     1.43289      29.3723 
     1.36335      29.4353 
     1.33259      29.6953 
     1.34059      29.8532 
     1.33708       30.535 
     1.35526      27.6708 
     1.33451      27.1879 
     1.40106      28.9892 
     1.27438      29.7775 
     1.48334      30.8017 
     1.34496      29.2538 
      1.3111      29.8489 
     1.45867      29.2125 
     1.24629      33.3115 
      1.3665      30.7693 
     1.26631      31.8047 
     1.35203      30.3609 
     1.39456      30.8943 
     1.30259      30.0265 
      1.2522      29.6121 
     1.37478      30.7897 
     1.32747      28.2268 
     1.24624      32.0482 
     1.36289      28.9127 
     1.29508      28.6085 
     1.33048      28.9925 
     1.41502      26.9391 
     1.52909      28.3759 
      1.4067       26.257 
     1.36307      27.8826 
     1.36834      29.4377 
     1.35918      28.9312 
     1.44927      28.4346 
     1.41818      29.1017 
     1.28156      30.9207 
     1.45796      29.2863 
      1.5009      27.3661 
     1.33754        28.29 
     1.47069      30.4064 
      1.3599      30.0643 
     1.44374      29.8184 
     1.41004      30.0834 
     1.34176      28.8013 
     1.41989      28.5612 
     1.47595      29.8861 
     1.35895      30.6114 
      1.4848      29.9079 
     1.46484      29.4521 
     1.37712      29.7144 
     1.44256      28.8681 
      1.3769      29.4566 
     1.32167      30.3084 
     1.41071      29.6089 
     1.36053      31.2651 
     1.51829      28.5642 
     1.50216      30.7673 
     1.47952      29.3405 
     1.41959      29.3932 
     1.48013      28.5827 
     1.36589      29.9992 
     1.56998      29.8678 
       1.599      28.2447 
     1.34723      28.5093 
     1.41755      27.8372 
     1.60664      27.4355 
     1.41206      30.5014 
     1.48687      27.4708 
     1.35555      28.1502 
     1.46006      27.3602 
     1.50708      28.9238 
     1.37422      28.4817 
     1.38157      28.6693 
     1.34126      28.4152 
     1.47398      30.3138 
     1.50692      29.9617 
     1.33752      28.7724 
     1.44913      30.5864 
     1.59766      29.7366 
     1.49535      27.3427 
     1.40386      29.4434 
     1.47737      29.2236 
     1.51558      29.2522 
     1.41718      28.9269 
     1.57219      28.7493 
     1.37809      28.1084 
     1.33119      27.7957 
     1.39533      28.0064 
     1.33965       29.569 
     1.59025       31.645 
     1.57226      29.2592 
     1.48029      30.4438 
     1.46479      29.4622 
     1.51309      29.3132 
     1.45613      26.5853 
     1.50077      28.2238 
     1.46901      28.4984 
     1.47502      27.7749 
      1.4351      30.1372 
     1.45432      29.2541 
     1.30928      28.6364 
     1.50759      29.8837 
     1.49505      28.7894 
     1.62757      28.4399 
     1.51572      30.3476 
      1.4154      29.7447 
     1.51356      27.2997 
     1.49634      28.6274 
       1.425      28.9566 
     1.47764      28.3262 
     1.50885      28.5118 
     1.67777      26.5896 
     1.43071      27.2074 
     1.45251      28.2413 
     1.48285      29.7527 
     1.45901      27.5116 
     1.58627      27.6849 
     1.47648      27.9773 
     1.48061      28.6074 
     1.50853       27.511 
     1.56496      28.1428 
     1.46701      28.0087 
      1.5119      25.8045 
     1.62259      26.5954 
     1.55718      27.5058 
     1.62949       27.844 
     1.52764      28.2507 
     1.50673      26.5498 
     1.59728      25.8094 
     1.49956      26.8525 
     1.51663      28.7648 
     1.51455      26.3075 
     1.61594      25.7034 
     1.46409      27.2497 
     1.62729      27.4512 
     1.48537      29.1819 
     1.49349      27.0472 
     1.57657      28.1477 
     1.40963      29.1796 
     1.50923      28.0014 
     1.47163      27.1946 
      1.4857      27.3137 
     1.66584      27.7419 
     1.39367      28.0707 
     1.54326      29.4797 
     1.43053      27.6797 
     1.48286      26.8764 
     1.56207      26.0743 
     1.54692      28.7962 
     1.61905      26.5975 
     1.59544       30.042 
     1.44538      26.6766 
     1.59941      25.7284 
     1.51226      26.3248 
     1.65962      27.7714 
     1.65727      27.8943 
     1.45475      26.8617 
     1.56013       25.986 
     1.59115      27.0276 
      1.6567      26.5952 
     1.61124      28.2166 
     1.57185      28.0577 
     1.48327      28.4717 
     1.54852      27.5739 
     1.51968      28.5717 
     1.57596      29.3787 
     1.43591      28.3288 
     1.60314      28.9761 
     1.51024      28.6891 
     1.76589      28.4068 
     1.61864      28.9176 
     1.56531      28.3907 
     1.77985      28.7229 
     1.60384      29.1927 
     1.70033      29.4761 
      1.5075      27.1965 
     1.49855      26.0783 
     1.67491      25.8401 
     1.54075      26.3005 
     1.54613      25.4313 
     1.56347      25.8379 
      1.5261      26.1825 
     1.50886      25.1309 
     1.54574      27.0856 
     1.74799      26.8309 
     1.71245      26.2029 
     1.69095      26.0601 
     1.53753      25.8767 
       1.495      26.8335 
     1.50981      28.4545 
      1.6985      26.2656 
     1.49696      25.8561 
     1.49636      26.9976 
     1.48035      27.5988 
     1.47576      27.7439 
     1.59099      26.9123 
     1.63227      27.0447 
     1.58769      26.9197 
